compound_id,smiles,n_confs,temperature_K,aq_psa3d,mem_psa3d,delta_psa3d,psa3d_std,psa3d_spread,bw_psa3d,norm_delta_psa,tpsa_2d,ensemble_energy,pop_lowest_pct,unique_confs,error
dP.dA.Me_dL.meL.dP.meL.F,CC(C)C[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@H](C)C(=O)N1C,4564.0,298.15,81.7683,33.6608,48.1075,8.7333,48.1075,58.1778,0.04924,159.75,0.878,2.393,4564.0,
Pr_Gly.dL.Bn_Gly.P.meL.F,CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,2479.0,298.15,95.1443,64.5305,30.6138,6.5174,30.6138,90.1998,0.032054,139.44,0.545,23.824,2479.0,
dA.dL.Bn_Gly.dP.Me_dL.F,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,1109.0,298.15,91.5618,40.5683,50.9935,12.4001,50.9935,61.9029,0.05585,148.23000000000002,0.364,56.85,1109.0,
dP.dA.dL.bHph.P.Me_dL.F,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,2742.0,298.15,97.8667,35.6145,62.2522,11.2275,62.2522,56.6168,0.06138,177.33,0.24,69.982,2742.0,
dA.meL.dL.P.Me_dL.F,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,3404.0,298.15,94.536,47.9647,46.5713,12.0541,46.5713,55.6032,0.051051,148.23000000000002,0.749,19.719,3404.0,
dP.meA.meL.meL.dP.Bn_Gly.F,CC(C)C[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,3067.0,298.15,81.1671,49.189,31.9781,6.4484,31.9781,65.4464,0.031736,150.96,0.947,12.628,3067.0,
F.pentyl_Gly.dL.Nle.dP.Mono34,CCCCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(CCCOC(C)C)CC(=O)N[C@@H](Cc2ccccc2)C1=O,8204.0,298.15,95.9974,44.4191,51.5783,7.9837,51.5783,71.0847,0.049558,157.45999999999998,0.414,51.335,8204.0,
meA.dL.Bn_Gly.P.Bn_Gly.F,CC(C)C[C@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,578.0,298.15,89.1608,49.6595,39.5013,9.9168,39.5013,75.0563,0.043674,139.44,0.504,44.248,578.0,
P.bHph.Me_dL.Bn_Gly.dP.meL.F,CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccccc2)CC(=O)N1C,1036.0,298.15,95.3266,65.9706,29.356,6.5353,29.356,86.8171,0.027099,159.75,0.495,55.293,1036.0,
dP.Pr_Gly.dL.L.dP.Bn_Gly.F,CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,2452.0,298.15,108.9443,74.1924,34.7519,6.7016,34.7519,102.0189,0.034598,168.54,0.544,22.983,2452.0,
P.A.Bn_Gly.L.dP.Me_dL.F,CC(C)C[C@@H]1NC(=O)CN(Cc2ccccc2)C(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,958.0,298.15,87.0114,40.0967,46.9147,8.2717,46.9147,51.6105,0.047128,168.54,0.257,64.958,958.0,
Mono16.P.I.meV.meA.Bal,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](C[C@H](O)CCl)OC(=O)CCNC(=O)[C@H](C)N(C)C(=O)[C@H](C(C)C)N(C)C1=O,219.0,298.15,79.7697,50.6991,29.0706,5.1043,29.0706,65.4296,0.037042,165.66,0.434,32.714,219.0,
dP.dA.Bn_Gly.bHph.dP.L.F,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,876.0,298.15,70.7574,39.991,30.7664,6.3998,30.7664,52.4134,0.029395,177.32999999999998,0.645,33.044,876.0,
P.dA.dL.L.P.Bn_Gly.F,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C1=O,2355.0,298.15,109.4782,80.6818,28.7964,7.3776,28.7964,99.7368,0.028956,177.33,0.489,35.945,2355.0,
P.bHph.Me_dL.Me_dL.P.dL.F,CC(C)C[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccccc2)CC(=O)N1C,5042.0,298.15,103.5783,55.4092,48.1691,13.0087,48.1691,72.2204,0.043602,168.54,0.129,88.91,5042.0,
A.Mono38.L.Nle.dP.Mono1,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)CN(CC2CCOCC2)C(=O)[C@H](C)NC(=O)CN(Cc2ccc3c(c2)OCO3)C(=O)[C@H]2CCCN2C1=O,4677.0,298.15,155.9919,99.9541,56.0378,13.4633,56.0378,141.8212,0.055326,175.92,0.763,13.661,4677.0,
P.bHph.dL.L.dP.dL.F,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C1=O,3295.0,298.15,102.0905,37.6105,64.48,9.1137,64.48,76.5916,0.062692,186.12,0.351,53.693,3295.0,
P.dA.L.Me_dL.P.dL.F,CC(C)C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C1=O,3312.0,298.15,111.2578,48.0017,63.2561,9.9119,63.2561,78.1554,0.065921,177.33,0.666,16.894,3312.0,
dP.bHph.dL.bHph.P.L.F,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,1940.0,298.15,94.0446,45.5842,48.4604,7.7455,48.4604,77.4469,0.044877,186.12,0.405,44.464,1940.0,
A.L.Me_dL.dP.Me_dL.F,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C1=O,1246.0,298.15,65.9229,41.1573,24.7656,5.7529,24.7656,57.507,0.027088,148.23000000000002,0.464,50.498,1246.0,
dP.A.dL.meL.dP.L.F,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,3773.0,298.15,107.7638,40.358,67.4058,17.02,67.4058,46.3056,0.071874,177.32999999999998,0.16,83.454,3773.0,
P.bHph.meL.Bn_Gly.P.dL.F,CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@H](CC(C)C)N(C)C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,3425.0,298.15,94.0152,54.7284,39.2868,7.1914,39.2868,69.3009,0.035932,168.54,0.438,29.385,3425.0,
meA.meL.bHph.P.Bn_Gly.F,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](C)C(=O)N1C,1077.0,298.15,89.8501,35.3963,54.4538,12.4581,54.4538,48.0301,0.055373,139.44,0.489,19.207,1077.0,
dP.meA.L.dL.dP.meL.F,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,2154.0,298.15,89.1199,60.338,28.7819,6.1262,28.7819,76.229,0.029253,168.54,0.512,27.575,2154.0,
Pr_Gly.Me_dL.dL.dP.meL.F,CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,2213.0,298.15,70.1839,48.9362,21.2477,4.5461,21.2477,64.4803,0.021784,139.44,0.645,29.39,2213.0,
meA.L.Bn_Gly.P.Me_dL.F,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,1159.0,298.15,78.7914,42.6784,36.113,7.4582,36.113,56.8879,0.037243,139.44,0.356,22.984,1159.0,
Me_dA.dL.L.P.L.F,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,1218.0,298.15,87.9991,48.7336,39.2655,8.6628,39.2655,65.6413,0.042339,157.02,0.14,85.721,1218.0,
dP.meA.meL.dL.dP.meL.F,CC(C)C[C@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,1748.0,298.15,92.6674,30.1975,62.4699,12.3958,62.4699,70.6304,0.062752,159.75,0.587,25.61,1748.0,
A.Me_dL.Me_dL.P.meL.F,CC(C)C[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C)C(=O)N1C,2756.0,298.15,96.1198,35.5577,60.5621,9.5548,60.5621,72.3319,0.065543,139.44,0.551,21.646,2756.0,
Pr_Gly.Me_dL.meL.dP.Bn_Gly.F,CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C1=O,4631.0,298.15,79.9792,40.0374,39.9418,7.6063,39.9418,57.0061,0.040737,130.65,0.506,49.16,4631.0,
Me_dA.meL.Me_dL.dP.Me_dL.F,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N1C,2925.0,298.15,73.4511,24.3469,49.1042,9.8633,49.1042,59.8132,0.053168,130.65,0.653,37.015,2925.0,
dP.meA.Me_dL.Me_dL.dP.meL.F,CC(C)C[C@@H]1C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N1C,2139.0,298.15,64.9383,29.5231,35.4152,6.7521,35.4152,49.9775,0.035279,150.96,0.34,68.083,2139.0,
dA.L.L.P.Me_dL.F,CC(C)C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,2926.0,298.15,93.0313,48.6669,44.3644,10.4773,44.3644,69.0236,0.049057,157.02,0.407,50.179,2926.0,
P.A.L.L.P.dL.F,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,3293.0,298.15,116.4277,66.9562,49.4715,10.6009,49.4715,106.2069,0.050444,186.12,0.363,58.839,3293.0,
dP.meA.L.Bn_Gly.dP.L.F,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,2202.0,298.15,99.6036,45.7156,53.888,12.6687,53.888,60.8004,0.054753,168.54,0.352,59.93,2202.0,
P.Pr_Gly.L.L.P.L.F,CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,2743.0,298.15,117.692,85.9288,31.7632,6.3065,31.7632,111.6992,0.031823,177.32999999999998,0.226,78.737,2743.0,
meA.L.dL.P.Me_dL.F,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,2367.0,298.15,76.2037,36.7876,39.4161,7.6621,39.4161,55.9362,0.043355,148.23,0.385,62.82,2367.0,
dP.A.dL.L.dP.Me_dL.F,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,2902.0,298.15,104.4866,44.1394,60.3472,17.8352,60.3472,51.1085,0.06166,177.33,0.462,44.665,2902.0,
P.dA.dL.Me_dL.P.Bn_Gly.F,CC(C)C[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N1C,2078.0,298.15,106.2798,80.3808,25.899,7.0386,25.899,97.8073,0.026142,168.54,0.85,11.431,2078.0,
dA.L.Bn_Gly.dP.dL.F,CC(C)C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,1288.0,298.15,89.338,48.9028,40.4352,8.2497,40.4352,69.5385,0.044788,157.02,0.246,20.126,1288.0,
dP.bHph.dL.L.dP.L.F,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,2710.0,298.15,95.2005,31.7895,63.411,15.1774,63.411,39.7356,0.060656,186.12,0.368,61.467,2710.0,
Pr_Gly.meL.meL.dP.Bn_Gly.F,CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C1=O,2596.0,298.15,75.8044,42.9313,32.8731,6.6854,32.8731,53.6461,0.034061,130.65,0.462,47.6,2596.0,
dP.meA.meL.L.dP.Me_dL.F,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,3367.0,298.15,77.1485,41.8285,35.32,6.3113,35.32,53.5417,0.036073,159.75,0.668,35.185,3367.0,
P.meA.dL.L.P.L.F,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,2175.0,298.15,98.6772,72.6458,26.0314,5.8343,26.0314,89.7297,0.027075,177.33,0.281,66.354,2175.0,
L.dL.L.dL.dP.Y,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC1=O,5919.0,298.15,124.7011,78.4002,46.3009,8.6806,46.3009,94.4228,0.045875,186.04,0.914,2.502,5919.0,
dP.meA.dL.bHph.P.Me_dL.F,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,1473.0,298.15,102.0051,41.2131,60.792,8.3264,60.792,61.9888,0.05749,168.54,0.591,53.003,1473.0,
P.A.Me_dL.Bn_Gly.P.Me_dL.F,CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)N1C,1026.0,298.15,81.5882,41.7569,39.8313,9.2778,39.8313,46.0187,0.040927,159.75,0.501,21.549,1026.0,
meA.dL.Me_dL.P.dL.F,CC(C)C[C@@H]1C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N1C,1404.0,298.15,82.1514,34.3398,47.8116,6.8178,47.8116,46.8264,0.054105,148.23000000000002,0.392,48.912,1404.0,
dP.A.dL.dL.P.dL.F,CC(C)C[C@H]1NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,1991.0,298.15,93.6813,43.5539,50.1274,11.4587,50.1274,57.5286,0.053941,186.12,0.221,78.959,1991.0,
dP.Me_dA.L.dL.dP.Bn_Gly.F,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,485.0,298.15,92.1882,73.4791,18.7091,4.2381,18.7091,85.7839,0.019357,168.54,0.184,64.423,485.0,
P.Me_dA.Bn_Gly.dL.dP.Me_dL.F,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N1C,4142.0,298.15,91.1222,48.9339,42.1883,9.9714,42.1883,60.7423,0.041517,159.75,0.613,18.188,4142.0,
dA.Mono38.Me_dL.Nle.P.Mono34,CCCC[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)CN(CC2CCOCC2)C(=O)[C@@H](C)NC(=O)CN(CCCOC(C)C)C(=O)[C@@H]2CCCN2C1=O,2309.0,298.15,114.3623,63.4698,50.8925,9.9636,50.8925,68.9148,0.052709,157.9,0.151,78.846,2309.0,
P.bHph.meL.meL.P.meL.F,CC(C)C[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccccc2)CC(=O)N1C,1253.0,298.15,78.4946,39.9601,38.5345,5.9098,38.5345,47.9863,0.038279,159.75,0.312,71.764,1253.0,
dP.dA.L.Me_dL.P.meL.F,CC(C)C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C1=O,4459.0,298.15,100.6368,43.3573,57.2795,14.9274,57.2795,57.6975,0.058514,168.54000000000002,0.577,29.492,4459.0,
P.Me_dA.meL.Bn_Gly.P.Bn_Gly.F,CC(C)C[C@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](C)C(=O)N1C,972.0,298.15,86.8427,52.1733,34.6694,6.4879,34.6694,71.5783,0.033573,150.96,0.577,41.403,972.0,
P.dA.meL.Me_dL.P.meL.F,CC(C)C[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C,3520.0,298.15,82.2776,51.7946,30.483,6.8978,30.483,75.9319,0.029949,159.75,0.601,38.19,3520.0,
bHph.Me_dL.L.P.dL.F,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C1=O,4721.0,298.15,83.4048,38.1174,45.2874,11.506,45.2874,49.1737,0.042703,157.02,0.227,57.666,4721.0,
meA.L.L.P.meL.F,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,3662.0,298.15,97.3322,51.0271,46.3051,9.4415,46.3051,65.5888,0.05024,148.23,0.753,35.171,3662.0,
dP.A.dL.dL.P.Me_dL.F,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,1274.0,298.15,77.1229,39.6617,37.4612,7.3681,37.4612,49.5059,0.039697,177.33,0.048,90.435,1274.0,
dP.Me_dA.dL.bHph.dP.Me_dL.F,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,1999.0,298.15,92.8873,37.3722,55.5151,13.3302,55.5151,82.2374,0.05568,168.54,0.267,0.302,1999.0,
P.A.Me_dL.bHph.dP.Me_dL.F,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)N1C,1027.0,298.15,83.7107,40.7965,42.9142,10.7792,42.9142,55.2091,0.042167,168.54,0.338,63.529,1027.0,
Me_dA.Sar.F.meL.P.Y,CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N(C)[C@H](C)C(=O)N(C)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N1C,1361.0,298.15,132.9715,85.5902,47.3813,9.9426,47.3813,105.5274,0.054771,159.67000000000002,0.42,28.918,1361.0,
L.Bn_Gly.meL.Nle.dP.Mono45,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(Cc2ccccc2)C(=O)[C@H](CC(C)C)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,7892.0,298.15,85.3745,41.2681,44.1064,11.0438,44.1064,51.4968,0.042291,157.26,0.624,32.038,7892.0,
Me_dA.dL.Me_dL.P.dL.F,CC(C)C[C@@H]1C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N1C,1767.0,298.15,79.769,36.7263,43.0427,6.7764,43.0427,49.674,0.048008,148.23000000000002,0.375,59.603,1767.0,
dP.bHph.dL.Bn_Gly.P.meL.F,CC(C)C[C@H]1NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,3861.0,298.15,83.6591,29.661,53.9981,9.0783,53.9981,58.6518,0.049162,168.54000000000002,0.655,21.923,3861.0,
dP.meA.Bn_Gly.Bn_Gly.P.L.F,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,1527.0,298.15,105.7142,46.4204,59.2938,12.8594,59.2938,75.8774,0.056567,159.75,0.389,21.097,1527.0,
dP.bHph.L.Bn_Gly.dP.dL.F,CC(C)C[C@@H]1NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,1981.0,298.15,107.0693,51.9359,55.1334,13.574,55.1334,68.0776,0.051286,177.33,0.517,25.132,1981.0,
